,Unnamed: 0.1,Unnamed: 0,ID_do_cliente,Idade,Gênero,Item_comprado,Categoria,Valor_da_compra_(USD),Localização,Tamanho,Cor,Temporada,Avaliação_da_avaliação,Status_da_assinatura,Método_de_pagamento,Tipo_de_envio,Desconto_aplicado,Código_promocional_usado,Compras_Anteriores,Método_de_pagamento_preferido,Frequência_de_compras
1737,1737,1737,1738,42,Masculino,Jóias,Acessórios,98,Ohio,L,Gray,Verão,4.2,No,Bank Transfer,Store Pickup,No,No,50,Venmo,Cada 2 semanas
1738,1738,1738,1739,60,Masculino,Bolsa,Acessórios,61,Tennessee,M,Green,Primavera,2.9,No,PayPal,2-Day Shipping,No,No,37,Credit Card,Semanal
1739,1739,1739,1740,21,Masculino,Jóias,Acessórios,98,Minnesota,L,Silver,Inverno,4.2,No,Credit Card,Express,No,No,23,Cash,Semanal
1740,1740,1740,1741,69,Masculino,Calças,Roupas,21,Wisconsin,L,Charcoal,Outono,3.3,No,Cash,Next Day Air,No,No,10,Bank Transfer,Cada 3 meses
1741,1741,1741,1742,41,Masculino,Calças,Roupas,51,Delaware,XL,Teal,Inverno,3.6,No,Venmo,Next Day Air,No,No,20,Bank Transfer,Mensal
1742,1742,1742,1743,51,Masculino,Sandálias,Calçados,80,Kansas,XL,White,Primavera,4.3,No,Credit Card,Express,No,No,18,Venmo,Cada 3 meses
1743,1743,1743,1744,23,Masculino,Saia,Roupas,72,Missouri,XL,Brown,Inverno,3.3,No,Debit Card,Standard,No,No,3,Bank Transfer,Semanal
1744,1744,1744,1745,57,Masculino,Óculos de sol,Acessórios,63,Michigan,L,Teal,Inverno,3.0,No,PayPal,Standard,No,No,23,PayPal,Semanal
1745,1745,1745,1746,40,Masculino,Saia,Roupas,27,West Virginia,L,Red,Inverno,3.6,No,Credit Card,Store Pickup,No,No,27,Cash,Semanal
1746,1746,1746,1747,65,Masculino,Bolsa,Acessórios,44,Alabama,L,Brown,Verão,3.1,No,Bank Transfer,Store Pickup,No,No,44,Bank Transfer,Quinzenal
1747,1747,1747,1748,61,Masculino,Casaco,Agasalhos,23,New Hampshire,M,Yellow,Inverno,2.9,No,Cash,Express,No,No,41,Venmo,Trimestral
1748,1748,1748,1749,34,Masculino,Saia,Roupas,93,Montana,L,Teal,Inverno,3.9,No,Bank Transfer,2-Day Shipping,No,No,41,Bank Transfer,Anual
1749,1749,1749,1750,43,Masculino,Hoodie,Roupas,70,Wyoming,L,Pink,Outono,3.2,No,Credit Card,2-Day Shipping,No,No,36,Debit Card,Cada 3 meses
1750,1750,1750,1751,31,Masculino,Óculos de sol,Acessórios,85,Missouri,M,White,Outono,3.1,No,Credit Card,Express,No,No,38,Venmo,Cada 3 meses
1751,1751,1751,1752,57,Masculino,Suéter,Roupas,40,Ohio,M,Silver,Inverno,3.2,No,PayPal,2-Day Shipping,No,No,34,Cash,Anual
1752,1752,1752,1753,34,Masculino,Botas,Calçados,29,South Dakota,L,Blue,Inverno,3.3,No,Debit Card,Store Pickup,No,No,14,Venmo,Trimestral
1753,1753,1753,1754,25,Masculino,Saia,Roupas,27,Colorado,L,Black,Outono,4.8,No,Venmo,Next Day Air,No,No,23,Credit Card,Quinzenal
1754,1754,1754,1755,66,Masculino,Vestido,Roupas,93,Massachusetts,S,Beige,Outono,3.8,No,Debit Card,2-Day Shipping,No,No,18,Credit Card,Quinzenal
1755,1755,1755,1756,56,Masculino,Cinto,Acessórios,20,Delaware,XL,Charcoal,Primavera,4.6,No,Cash,Next Day Air,No,No,45,Cash,Mensal
1756,1756,1756,1757,49,Masculino,Jóias,Acessórios,55,New Hampshire,S,Cyan,Outono,2.8,No,PayPal,Free Shipping,No,No,14,Bank Transfer,Semanal
1757,1757,1757,1758,19,Masculino,Vestido,Roupas,94,Michigan,L,Yellow,Outono,3.6,No,Bank Transfer,Standard,No,No,48,Debit Card,Anual
1758,1758,1758,1759,27,Masculino,Chapéu,Acessórios,56,Pennsylvania,M,Silver,Inverno,4.3,No,Debit Card,Free Shipping,No,No,17,Venmo,Cada 2 semanas
1759,1759,1759,1760,68,Masculino,Suéter,Roupas,58,Louisiana,L,Green,Primavera,4.0,No,Venmo,Next Day Air,No,No,1,PayPal,Semanal
1760,1760,1760,1761,20,Masculino,Saia,Roupas,44,Minnesota,XL,Peach,Primavera,3.5,No,Credit Card,Standard,No,No,39,PayPal,Semanal
1761,1761,1761,1762,21,Masculino,Hoodie,Roupas,95,Hawaii,S,Green,Outono,4.9,No,PayPal,2-Day Shipping,No,No,24,Cash,Semanal
1762,1762,1762,1763,36,Masculino,Sandálias,Calçados,42,Idaho,M,Brown,Verão,3.1,No,Credit Card,Express,No,No,41,Bank Transfer,Quinzenal
1763,1763,1763,1764,37,Masculino,Jóias,Acessórios,93,Vermont,M,Lavender,Inverno,3.9,No,Venmo,Store Pickup,No,No,28,PayPal,Anual
1764,1764,1764,1765,61,Masculino,Vestido,Roupas,56,Delaware,M,Charcoal,Verão,3.0,No,PayPal,Store Pickup,No,No,34,Venmo,Trimestral
1765,1765,1765,1766,68,Masculino,Hoodie,Roupas,88,New Mexico,M,Orange,Primavera,4.1,No,Bank Transfer,2-Day Shipping,No,No,41,Venmo,Trimestral
1766,1766,1766,1767,60,Masculino,Suéter,Roupas,54,Alaska,S,Cyan,Inverno,4.3,No,Venmo,2-Day Shipping,No,No,27,Cash,Cada 2 semanas
1767,1767,1767,1768,69,Masculino,Jóias,Acessórios,89,Minnesota,L,Lavender,Outono,3.8,No,PayPal,2-Day Shipping,No,No,46,Debit Card,Quinzenal
1768,1768,1768,1769,25,Masculino,Sandálias,Calçados,45,Nebraska,M,Indigo,Verão,3.9,No,Venmo,2-Day Shipping,No,No,2,PayPal,Cada 3 meses
1769,1769,1769,1770,32,Masculino,Meias,Roupas,75,Alaska,L,Brown,Inverno,4.3,No,Credit Card,Free Shipping,No,No,45,Cash,Mensal
1770,1770,1770,1771,53,Masculino,Mochila,Acessórios,22,Michigan,M,Pink,Outono,4.3,No,Credit Card,Express,No,No,34,Bank Transfer,Semanal
1771,1771,1771,1772,46,Masculino,Camisa,Roupas,82,Indiana,XL,Turquoise,Outono,4.7,No,Credit Card,Store Pickup,No,No,9,Credit Card,Anual
1772,1772,1772,1773,58,Masculino,Sapatos,Calçados,34,Hawaii,M,Gold,Verão,3.1,No,PayPal,2-Day Shipping,No,No,1,Bank Transfer,Anual
1773,1773,1773,1774,21,Masculino,Casaco,Agasalhos,92,West Virginia,M,Blue,Verão,2.7,No,Cash,Free Shipping,No,No,17,PayPal,Anual
1774,1774,1774,1775,46,Masculino,Suéter,Roupas,78,New York,M,Lavender,Primavera,3.7,No,Bank Transfer,Express,No,No,6,PayPal,Semanal
1775,1775,1775,1776,18,Masculino,Jaqueta,Agasalhos,47,Iowa,M,Violet,Primavera,3.3,No,Bank Transfer,2-Day Shipping,No,No,12,Cash,Cada 2 semanas
1776,1776,1776,1777,56,Masculino,Jaqueta,Agasalhos,64,Arizona,L,Cyan,Verão,3.4,No,Bank Transfer,Free Shipping,No,No,10,Venmo,Cada 3 meses
1777,1777,1777,1778,18,Masculino,Tênis,Calçados,44,Minnesota,L,Purple,Inverno,4.7,No,Cash,Free Shipping,No,No,4,Cash,Quinzenal
1778,1778,1778,1779,49,Masculino,Cinto,Acessórios,94,Texas,M,Red,Inverno,4.9,No,Debit Card,Store Pickup,No,No,8,Debit Card,Cada 2 semanas
1779,1779,1779,1780,29,Masculino,Lenço,Acessórios,62,Virginia,M,Charcoal,Inverno,4.3,No,Bank Transfer,Free Shipping,No,No,41,Venmo,Semanal
1780,1780,1780,1781,67,Masculino,Jóias,Acessórios,81,North Dakota,S,Gray,Verão,4.2,No,Cash,Next Day Air,No,No,49,Credit Card,Semanal
1781,1781,1781,1782,31,Masculino,T-shirt,Roupas,33,Iowa,M,Pink,Outono,3.7,No,PayPal,Express,No,No,49,Bank Transfer,Trimestral
1782,1782,1782,1783,52,Masculino,Calças,Roupas,88,Utah,M,Lavender,Outono,2.7,No,Credit Card,Next Day Air,No,No,40,Bank Transfer,Quinzenal
1783,1783,1783,1784,42,Masculino,Bolsa,Acessórios,49,Ohio,L,Lavender,Inverno,3.3,No,Cash,Free Shipping,No,No,30,Credit Card,Mensal
1784,1784,1784,1785,32,Masculino,Mochila,Acessórios,31,Louisiana,L,Yellow,Verão,4.8,No,Cash,Standard,No,No,4,Debit Card,Trimestral
1785,1785,1785,1786,47,Masculino,Luvas,Acessórios,29,Iowa,S,Peach,Outono,4.1,No,Bank Transfer,Next Day Air,No,No,22,Venmo,Mensal
1786,1786,1786,1787,45,Masculino,Jaqueta,Agasalhos,34,Maryland,M,Brown,Primavera,4.6,No,Debit Card,2-Day Shipping,No,No,22,Venmo,Mensal
1787,1787,1787,1788,20,Masculino,Suéter,Roupas,38,Montana,L,Gold,Outono,4.9,No,Bank Transfer,2-Day Shipping,No,No,10,Bank Transfer,Trimestral
1788,1788,1788,1789,66,Masculino,Blusa,Roupas,41,Illinois,L,Pink,Verão,3.1,No,PayPal,Store Pickup,No,No,23,Cash,Cada 2 semanas
1789,1789,1789,1790,52,Masculino,Blusa,Roupas,34,Arizona,L,Peach,Primavera,3.0,No,PayPal,2-Day Shipping,No,No,43,Debit Card,Trimestral
1790,1790,1790,1791,50,Masculino,Luvas,Acessórios,26,North Carolina,S,Violet,Verão,3.7,No,Credit Card,Store Pickup,No,No,31,PayPal,Cada 2 semanas
1791,1791,1791,1792,62,Masculino,Jeans,Roupas,98,Montana,S,Purple,Inverno,4.0,No,Debit Card,Store Pickup,No,No,38,Cash,Anual
1792,1792,1792,1793,38,Masculino,Tênis,Calçados,59,Iowa,M,Peach,Outono,3.0,No,Bank Transfer,Express,No,No,22,Debit Card,Cada 3 meses
1793,1793,1793,1794,65,Masculino,Chapéu,Acessórios,92,Iowa,S,White,Outono,3.8,No,Debit Card,Store Pickup,No,No,45,Cash,Cada 3 meses
1794,1794,1794,1795,60,Masculino,Mochila,Acessórios,40,Ohio,L,Indigo,Primavera,3.7,No,Bank Transfer,Express,No,No,21,Debit Card,Quinzenal
1795,1795,1795,1796,68,Masculino,Jeans,Roupas,20,Wisconsin,S,Violet,Outono,4.0,No,Debit Card,2-Day Shipping,No,No,9,Debit Card,Quinzenal
1796,1796,1796,1797,62,Masculino,Saia,Roupas,35,South Carolina,S,Brown,Primavera,3.1,No,Debit Card,Store Pickup,No,No,34,Venmo,Semanal
1797,1797,1797,1798,62,Masculino,Cinto,Acessórios,35,Oregon,L,Maroon,Primavera,3.9,No,PayPal,2-Day Shipping,No,No,26,Venmo,Semanal
1798,1798,1798,1799,40,Masculino,Vestido,Roupas,82,North Dakota,L,Magenta,Inverno,3.7,No,Credit Card,Express,No,No,1,Cash,Semanal
1799,1799,1799,1800,32,Masculino,Hoodie,Roupas,48,California,M,Charcoal,Outono,3.9,No,Debit Card,Express,No,No,47,Venmo,Semanal
1800,1800,1800,1801,22,Masculino,Casaco,Agasalhos,58,Mississippi,XL,Indigo,Inverno,2.7,No,Cash,Express,No,No,30,Credit Card,Semanal
1801,1801,1801,1802,33,Masculino,Suéter,Roupas,57,New Jersey,M,Turquoise,Primavera,3.9,No,Credit Card,Express,No,No,48,Debit Card,Quinzenal
1802,1802,1802,1803,57,Masculino,Shorts,Roupas,96,Rhode Island,L,Turquoise,Inverno,2.6,No,Bank Transfer,Store Pickup,No,No,31,Venmo,Cada 2 semanas
1803,1803,1803,1804,60,Masculino,Tênis,Calçados,97,New Hampshire,S,Gray,Verão,3.5,No,PayPal,Free Shipping,No,No,33,Venmo,Quinzenal
1804,1804,1804,1805,30,Masculino,Suéter,Roupas,42,Louisiana,L,Peach,Inverno,4.4,No,Debit Card,Next Day Air,No,No,39,Credit Card,Semanal
1805,1805,1805,1806,41,Masculino,T-shirt,Roupas,62,Arizona,L,Gold,Primavera,4.9,No,Venmo,Store Pickup,No,No,46,Debit Card,Semanal
1806,1806,1806,1807,58,Masculino,Bolsa,Acessórios,67,Rhode Island,M,Green,Outono,3.9,No,Credit Card,Standard,No,No,24,Venmo,Anual
1807,1807,1807,1808,34,Masculino,Tênis,Calçados,46,Vermont,L,Gold,Verão,3.5,No,PayPal,Standard,No,No,37,Venmo,Quinzenal
1808,1808,1808,1809,67,Masculino,Jaqueta,Agasalhos,71,Tennessee,M,Lavender,Primavera,4.3,No,Credit Card,Next Day Air,No,No,7,Debit Card,Mensal
1809,1809,1809,1810,58,Masculino,Mochila,Acessórios,99,Alaska,S,Blue,Outono,3.4,No,Credit Card,Free Shipping,No,No,6,Debit Card,Quinzenal
1810,1810,1810,1811,41,Masculino,Jeans,Roupas,28,Maryland,M,Magenta,Outono,2.7,No,Credit Card,Standard,No,No,16,Cash,Cada 2 semanas
1811,1811,1811,1812,42,Masculino,Cinto,Acessórios,77,Wisconsin,L,Blue,Verão,3.6,No,Bank Transfer,Standard,No,No,33,Bank Transfer,Anual
1812,1812,1812,1813,50,Masculino,Botas,Calçados,63,Nevada,S,Blue,Verão,4.9,No,Venmo,Express,No,No,18,PayPal,Cada 2 semanas
1813,1813,1813,1814,40,Masculino,Shorts,Roupas,62,Illinois,M,Olive,Primavera,3.5,No,Credit Card,Free Shipping,No,No,24,PayPal,Semanal
1814,1814,1814,1815,32,Masculino,Jeans,Roupas,92,Montana,M,White,Verão,3.8,No,Debit Card,Free Shipping,No,No,24,Cash,Trimestral
1815,1815,1815,1816,51,Masculino,Sapatos,Calçados,72,New Mexico,L,White,Inverno,4.5,No,Venmo,2-Day Shipping,No,No,48,Credit Card,Cada 3 meses
1816,1816,1816,1817,26,Masculino,Chapéu,Acessórios,79,Virginia,M,Purple,Verão,4.0,No,Venmo,Express,No,No,4,Cash,Semanal
1817,1817,1817,1818,32,Masculino,T-shirt,Roupas,27,Delaware,M,White,Verão,4.7,No,Credit Card,Free Shipping,No,No,20,Cash,Semanal
1818,1818,1818,1819,58,Masculino,Óculos de sol,Acessórios,39,North Carolina,M,White,Outono,3.8,No,Credit Card,Express,No,No,47,Debit Card,Cada 3 meses
1819,1819,1819,1820,51,Masculino,Meias,Roupas,86,Nevada,S,Peach,Primavera,4.5,No,Cash,Next Day Air,No,No,50,Cash,Trimestral
1820,1820,1820,1821,19,Masculino,Camisa,Roupas,94,Washington,XL,Gold,Outono,5.0,No,PayPal,Express,No,No,31,PayPal,Mensal
1821,1821,1821,1822,57,Masculino,Shorts,Roupas,53,Maine,M,Teal,Primavera,2.8,No,Credit Card,Express,No,No,29,PayPal,Trimestral
1822,1822,1822,1823,66,Masculino,Camisa,Roupas,85,Connecticut,S,Cyan,Verão,4.4,No,Cash,Standard,No,No,4,Cash,Anual
1823,1823,1823,1824,62,Masculino,Meias,Roupas,50,Louisiana,L,Pink,Outono,4.7,No,Cash,Free Shipping,No,No,40,Bank Transfer,Cada 2 semanas
1824,1824,1824,1825,58,Masculino,Calças,Roupas,47,Illinois,XL,Magenta,Inverno,3.8,No,Credit Card,Express,No,No,31,Cash,Mensal
1825,1825,1825,1826,23,Masculino,Botas,Calçados,75,South Dakota,M,Pink,Inverno,4.9,No,Bank Transfer,Next Day Air,No,No,41,Credit Card,Semanal
1826,1826,1826,1827,45,Masculino,T-shirt,Roupas,60,Indiana,M,Turquoise,Inverno,4.2,No,PayPal,Express,No,No,44,Debit Card,Anual
1827,1827,1827,1828,20,Masculino,T-shirt,Roupas,36,Vermont,S,Pink,Primavera,4.9,No,Cash,2-Day Shipping,No,No,31,Bank Transfer,Semanal
1828,1828,1828,1829,33,Masculino,Casaco,Agasalhos,80,New Hampshire,L,Gray,Primavera,3.9,No,Debit Card,Express,No,No,45,Cash,Cada 3 meses
1829,1829,1829,1830,30,Masculino,Chapéu,Acessórios,96,Oregon,M,White,Primavera,4.9,No,Venmo,2-Day Shipping,No,No,50,Credit Card,Trimestral
1830,1830,1830,1831,50,Masculino,Óculos de sol,Acessórios,80,Kansas,M,Blue,Inverno,4.8,No,Credit Card,Express,No,No,7,Venmo,Anual
1831,1831,1831,1832,62,Masculino,Blusa,Roupas,71,Maine,M,Cyan,Verão,3.3,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Cada 3 meses
1832,1832,1832,1833,69,Masculino,Jóias,Acessórios,29,Louisiana,M,Blue,Outono,4.6,No,Debit Card,Free Shipping,No,No,48,Cash,Mensal
1833,1833,1833,1834,34,Masculino,Jóias,Acessórios,53,Louisiana,M,Yellow,Primavera,4.5,No,Bank Transfer,2-Day Shipping,No,No,19,PayPal,Quinzenal
1834,1834,1834,1835,49,Masculino,Saia,Roupas,35,Indiana,M,Charcoal,Verão,4.1,No,Venmo,2-Day Shipping,No,No,39,Venmo,Quinzenal
1835,1835,1835,1836,65,Masculino,Lenço,Acessórios,75,Kentucky,M,Lavender,Outono,3.2,No,Cash,2-Day Shipping,No,No,45,Credit Card,Trimestral
1836,1836,1836,1837,66,Masculino,Calças,Roupas,52,South Carolina,M,Teal,Outono,4.2,No,Cash,2-Day Shipping,No,No,35,Credit Card,Mensal
1837,1837,1837,1838,41,Masculino,Chapéu,Acessórios,77,Montana,M,Beige,Inverno,4.8,No,PayPal,Free Shipping,No,No,8,Venmo,Mensal
1838,1838,1838,1839,37,Masculino,Luvas,Acessórios,24,Vermont,L,Blue,Outono,4.1,No,Credit Card,Next Day Air,No,No,11,Credit Card,Trimestral
1839,1839,1839,1840,32,Masculino,Camisa,Roupas,78,Mississippi,XL,Purple,Inverno,3.7,No,Venmo,Store Pickup,No,No,32,Cash,Anual
1840,1840,1840,1841,42,Masculino,Sandálias,Calçados,98,Wyoming,M,Gold,Inverno,2.6,No,Cash,Store Pickup,No,No,46,Bank Transfer,Cada 3 meses
1841,1841,1841,1842,31,Masculino,Meias,Roupas,57,Vermont,L,Blue,Inverno,3.0,No,Debit Card,Standard,No,No,7,PayPal,Cada 3 meses
1842,1842,1842,1843,61,Masculino,Bolsa,Acessórios,78,Alabama,M,Black,Verão,4.4,No,Bank Transfer,Express,No,No,1,Debit Card,Anual
1843,1843,1843,1844,36,Masculino,Jaqueta,Agasalhos,76,Kentucky,M,Charcoal,Outono,4.7,No,Bank Transfer,Next Day Air,No,No,32,Credit Card,Mensal
1844,1844,1844,1845,60,Masculino,Shorts,Roupas,26,South Dakota,M,Purple,Primavera,2.7,No,Venmo,2-Day Shipping,No,No,31,Credit Card,Anual
1845,1845,1845,1846,51,Masculino,Sandálias,Calçados,78,Delaware,M,Orange,Inverno,2.8,No,Debit Card,2-Day Shipping,No,No,39,Bank Transfer,Trimestral
1846,1846,1846,1847,68,Masculino,Lenço,Acessórios,53,Wisconsin,M,Yellow,Verão,2.9,No,Debit Card,Standard,No,No,9,Venmo,Trimestral
1847,1847,1847,1848,46,Masculino,Sandálias,Calçados,100,Arizona,XL,Cyan,Verão,4.4,No,Debit Card,Free Shipping,No,No,49,Credit Card,Semanal
1848,1848,1848,1849,19,Masculino,Jeans,Roupas,73,Maine,XL,Yellow,Inverno,2.7,No,Credit Card,Express,No,No,34,Cash,Cada 3 meses
1849,1849,1849,1850,30,Masculino,Saia,Roupas,40,New Mexico,M,Maroon,Inverno,4.5,No,Credit Card,Store Pickup,No,No,35,Bank Transfer,Mensal
1850,1850,1850,1851,51,Masculino,Luvas,Acessórios,76,Wyoming,S,Black,Inverno,2.8,No,Credit Card,Store Pickup,No,No,50,Debit Card,Semanal
1851,1851,1851,1852,28,Masculino,Saia,Roupas,80,Delaware,S,Lavender,Outono,3.1,No,Venmo,Free Shipping,No,No,4,Bank Transfer,Quinzenal
1852,1852,1852,1853,41,Masculino,Suéter,Roupas,80,Pennsylvania,XL,Violet,Inverno,3.8,No,Cash,Store Pickup,No,No,32,Cash,Semanal
1853,1853,1853,1854,29,Masculino,Blusa,Roupas,67,North Dakota,XL,Olive,Primavera,2.9,No,Bank Transfer,Express,No,No,11,PayPal,Quinzenal
1854,1854,1854,1855,25,Masculino,Suéter,Roupas,61,Kentucky,M,Teal,Primavera,3.8,No,Credit Card,Express,No,No,49,Credit Card,Anual
1855,1855,1855,1856,60,Masculino,Camisa,Roupas,76,Rhode Island,XL,Teal,Primavera,4.7,No,Bank Transfer,Standard,No,No,9,Cash,Anual
1856,1856,1856,1857,63,Masculino,Jóias,Acessórios,55,Arizona,XL,Beige,Verão,3.2,No,Venmo,Free Shipping,No,No,30,PayPal,Cada 2 semanas
1857,1857,1857,1858,51,Masculino,T-shirt,Roupas,85,Colorado,L,Maroon,Verão,4.0,No,Cash,Next Day Air,No,No,33,Cash,Mensal
1858,1858,1858,1859,22,Masculino,Lenço,Acessórios,69,Maine,S,Peach,Primavera,4.9,No,Venmo,2-Day Shipping,No,No,8,Debit Card,Anual
1859,1859,1859,1860,54,Masculino,Cinto,Acessórios,26,New Jersey,L,Beige,Verão,3.7,No,Credit Card,Store Pickup,No,No,29,Debit Card,Quinzenal
1860,1860,1860,1861,18,Masculino,T-shirt,Roupas,64,Kansas,M,Silver,Verão,4.8,No,Credit Card,Next Day Air,No,No,4,Credit Card,Mensal
1861,1861,1861,1862,29,Masculino,Tênis,Calçados,60,South Dakota,S,Peach,Outono,3.6,No,Bank Transfer,Standard,No,No,19,Debit Card,Mensal
1862,1862,1862,1863,59,Masculino,Luvas,Acessórios,36,New Hampshire,M,Turquoise,Inverno,4.6,No,Debit Card,Express,No,No,10,PayPal,Quinzenal
1863,1863,1863,1864,25,Masculino,Sandálias,Calçados,21,Connecticut,L,Orange,Primavera,4.3,No,Venmo,2-Day Shipping,No,No,39,Debit Card,Mensal
1864,1864,1864,1865,19,Masculino,Mochila,Acessórios,72,Wyoming,S,Cyan,Outono,3.2,No,Bank Transfer,2-Day Shipping,No,No,21,Venmo,Trimestral
1865,1865,1865,1866,56,Masculino,Calças,Roupas,62,Missouri,S,Silver,Verão,3.8,No,Venmo,Store Pickup,No,No,12,Bank Transfer,Mensal
1866,1866,1866,1867,31,Masculino,T-shirt,Roupas,44,Alaska,XL,Gold,Inverno,4.2,No,Debit Card,Standard,No,No,9,Credit Card,Quinzenal
1867,1867,1867,1868,45,Masculino,Saia,Roupas,52,Delaware,M,Brown,Outono,3.4,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Trimestral
1868,1868,1868,1869,23,Masculino,Luvas,Acessórios,58,Indiana,M,Silver,Primavera,4.7,No,Bank Transfer,Next Day Air,No,No,44,Cash,Quinzenal
1869,1869,1869,1870,18,Masculino,Blusa,Roupas,77,West Virginia,S,Beige,Primavera,3.9,No,PayPal,2-Day Shipping,No,No,16,Debit Card,Cada 3 meses
1870,1870,1870,1871,43,Masculino,Blusa,Roupas,99,Wyoming,L,Violet,Primavera,4.3,No,Debit Card,Store Pickup,No,No,27,Debit Card,Quinzenal
1871,1871,1871,1872,56,Masculino,Jeans,Roupas,96,Illinois,XL,Violet,Outono,2.7,No,Bank Transfer,Standard,No,No,14,Cash,Cada 3 meses
1872,1872,1872,1873,43,Masculino,T-shirt,Roupas,64,Alaska,M,Lavender,Verão,4.6,No,Credit Card,Standard,No,No,24,Credit Card,Mensal
1873,1873,1873,1874,64,Masculino,Suéter,Roupas,44,Wisconsin,XL,Red,Outono,2.9,No,Credit Card,Express,No,No,49,Bank Transfer,Semanal
1874,1874,1874,1875,67,Masculino,Calças,Roupas,33,Indiana,L,Purple,Outono,3.6,No,Cash,Free Shipping,No,No,14,Cash,Semanal
1875,1875,1875,1876,63,Masculino,Botas,Calçados,71,Tennessee,M,Brown,Inverno,3.9,No,Debit Card,Next Day Air,No,No,6,Credit Card,Trimestral
1876,1876,1876,1877,54,Masculino,Saia,Roupas,36,Illinois,M,Gray,Outono,2.6,No,Credit Card,Standard,No,No,20,Venmo,Trimestral
1877,1877,1877,1878,69,Masculino,Luvas,Acessórios,62,Pennsylvania,L,Pink,Outono,3.6,No,Cash,Express,No,No,3,Credit Card,Anual
1878,1878,1878,1879,34,Masculino,Meias,Roupas,29,Oklahoma,L,Magenta,Verão,3.4,No,Credit Card,Store Pickup,No,No,5,Credit Card,Mensal
1879,1879,1879,1880,56,Masculino,T-shirt,Roupas,33,Tennessee,L,Charcoal,Primavera,3.5,No,Debit Card,Express,No,No,46,Cash,Cada 2 semanas
1880,1880,1880,1881,34,Masculino,Blusa,Roupas,33,New Jersey,L,Yellow,Outono,3.1,No,PayPal,2-Day Shipping,No,No,8,Debit Card,Mensal
1881,1881,1881,1882,58,Masculino,Blusa,Roupas,41,New Jersey,M,Red,Inverno,4.3,No,Bank Transfer,Standard,No,No,13,Cash,Cada 2 semanas
1882,1882,1882,1883,44,Masculino,Lenço,Acessórios,54,Tennessee,L,Blue,Inverno,5.0,No,Debit Card,Store Pickup,No,No,25,Bank Transfer,Trimestral
1883,1883,1883,1884,25,Masculino,Mochila,Acessórios,58,Georgia,M,Cyan,Primavera,4.9,No,PayPal,Store Pickup,No,No,39,Debit Card,Quinzenal
1884,1884,1884,1885,27,Masculino,Shorts,Roupas,30,Arizona,S,Pink,Verão,4.3,No,Bank Transfer,Next Day Air,No,No,15,Bank Transfer,Cada 2 semanas
1885,1885,1885,1886,26,Masculino,Jóias,Acessórios,53,Nevada,S,Maroon,Inverno,4.4,No,Credit Card,Standard,No,No,35,Cash,Mensal
1886,1886,1886,1887,18,Masculino,Luvas,Acessórios,91,Arkansas,L,Beige,Primavera,4.4,No,Cash,Next Day Air,No,No,46,Cash,Cada 2 semanas
1887,1887,1887,1888,64,Masculino,Hoodie,Roupas,44,North Dakota,XL,Gold,Outono,3.5,No,Cash,Express,No,No,3,PayPal,Mensal
1888,1888,1888,1889,62,Masculino,Hoodie,Roupas,89,South Dakota,XL,Turquoise,Inverno,3.4,No,Bank Transfer,Free Shipping,No,No,48,Credit Card,Semanal
1889,1889,1889,1890,59,Masculino,Saia,Roupas,57,North Carolina,L,Peach,Primavera,2.5,No,Debit Card,Next Day Air,No,No,27,Bank Transfer,Semanal
1890,1890,1890,1891,36,Masculino,Óculos de sol,Acessórios,57,Hawaii,M,Lavender,Primavera,3.4,No,Debit Card,Store Pickup,No,No,5,Credit Card,Semanal
1891,1891,1891,1892,69,Masculino,Jóias,Acessórios,74,New Hampshire,M,Gray,Verão,2.6,No,Venmo,Next Day Air,No,No,48,Debit Card,Trimestral
1892,1892,1892,1893,39,Masculino,Jaqueta,Agasalhos,30,California,M,Blue,Outono,4.6,No,Bank Transfer,2-Day Shipping,No,No,12,Venmo,Semanal
1893,1893,1893,1894,28,Masculino,Vestido,Roupas,20,Delaware,L,Red,Verão,3.7,No,Venmo,Express,No,No,10,PayPal,Quinzenal
1894,1894,1894,1895,42,Masculino,Hoodie,Roupas,90,Arizona,M,Purple,Outono,2.5,No,Credit Card,Free Shipping,No,No,48,Debit Card,Cada 2 semanas
1895,1895,1895,1896,31,Masculino,Jeans,Roupas,61,Washington,L,Indigo,Outono,4.5,No,Debit Card,Express,No,No,3,Debit Card,Mensal
1896,1896,1896,1897,57,Masculino,Sandálias,Calçados,51,Nevada,M,Gold,Outono,2.9,No,Cash,Standard,No,No,19,Venmo,Mensal
1897,1897,1897,1898,53,Masculino,Óculos de sol,Acessórios,97,Alaska,L,Teal,Inverno,2.9,No,Venmo,Free Shipping,No,No,11,Debit Card,Quinzenal
1898,1898,1898,1899,59,Masculino,Calças,Roupas,97,Texas,L,Magenta,Outono,3.5,No,PayPal,Next Day Air,No,No,25,Venmo,Mensal
1899,1899,1899,1900,32,Masculino,Shorts,Roupas,40,New York,L,Maroon,Inverno,4.2,No,Venmo,Store Pickup,No,No,42,PayPal,Semanal
1900,1900,1900,1901,65,Masculino,Jóias,Acessórios,85,Iowa,S,Blue,Verão,3.3,No,Debit Card,Free Shipping,No,No,34,Cash,Trimestral
